trace_id,task_id,cohort,school,project,target_year,simulated_origin,design,target_statistic,rule,prev2_year,prev2_median,prev2_n,prev1_year,prev1_median,prev1_n,actual_median,actual_n,prediction,error_pred_minus_actual,absolute_error,error_direction,eligibility,missing_reason,courses,population_boundary,source_file,source_line_refs,prev2_source_url,prev1_source_url,target_source_url,source_correction,source_timing_note
b186f22a-8db9-4369-ac37-4928462725de,ZZU-084-085410-2025,broad_professional_sensitivity,ZZU,084-085410,2025,2024-11-01,retrospective_rules_and_sample_chosen_now_not_prospectively_registered,selected_population_provisional_admit_initial_total_median,A2,2023,343,63,2024,346,73,353.5,96,344.5,-9.0,9.0,under,available_in_stated_layer,,101+204+302+408 -> same,full-time non-directed; 2023/24 special unmarked vs 2025 none; directions pooled and changing,docs/current-16-four-year-admission-data-audit-2026-08-31.md,413-415;422-424,https://yz.zzu.edu.cn/info/1070/1811.htm,https://yz.zzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1876580606&wbfileid=14489871,https://yz.zzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1876580606&wbfileid=15015736,ZZU2024/25 official retained final PDFs source ids871/881; hashes and visual evidence in accompanying MD; no final-list mirror claim,publication year/source retained; main-cohort prior input dates live checked; see memo for specific dates
b186f22a-8db9-4369-ac37-4928462725de,ZZU-084-085410-2025,broad_professional_sensitivity,ZZU,084-085410,2025,2024-11-01,retrospective_rules_and_sample_chosen_now_not_prospectively_registered,selected_population_provisional_admit_initial_total_median,H2,2023,343,63,2024,346,73,353.5,96,346,-7.5,7.5,under,available_in_stated_layer,,101+204+302+408 -> same,full-time non-directed; 2023/24 special unmarked vs 2025 none; directions pooled and changing,docs/current-16-four-year-admission-data-audit-2026-08-31.md,413-415;422-424,https://yz.zzu.edu.cn/info/1070/1811.htm,https://yz.zzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1876580606&wbfileid=14489871,https://yz.zzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1876580606&wbfileid=15015736,ZZU2024/25 official retained final PDFs source ids871/881; hashes and visual evidence in accompanying MD; no final-list mirror claim,publication year/source retained; main-cohort prior input dates live checked; see memo for specific dates
b186f22a-8db9-4369-ac37-4928462725de,ZZU-084-085410-2026,broad_professional_sensitivity,ZZU,084-085410,2026,2025-11-01,retrospective_rules_and_sample_chosen_now_not_prospectively_registered,selected_population_provisional_admit_initial_total_median,L1,2024,346,73,2025,353.5,96,368,86,353.5,-14.5,14.5,under,available_in_stated_layer,,101+204+302+408 -> same,full-time non-directed; 2024 special blank vs 2025/26 none; directions pooled and changing,docs/current-16-four-year-admission-data-audit-2026-08-31.md,414-416;423-425;431,https://yz.zzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1876580606&wbfileid=14489871,https://yz.zzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1876580606&wbfileid=15015736,https://yz.zzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1876580606&wbfileid=17914899,ZZU2024/25 official retained final PDFs source ids871/881; hashes and visual evidence in accompanying MD; no final-list mirror claim,publication year/source retained; main-cohort prior input dates live checked; see memo for specific dates
b186f22a-8db9-4369-ac37-4928462725de,ZZU-084-085410-2026,broad_professional_sensitivity,ZZU,084-085410,2026,2025-11-01,retrospective_rules_and_sample_chosen_now_not_prospectively_registered,selected_population_provisional_admit_initial_total_median,A2,2024,346,73,2025,353.5,96,368,86,349.75,-18.25,18.25,under,available_in_stated_layer,,101+204+302+408 -> same,full-time non-directed; 2024 special blank vs 2025/26 none; directions pooled and changing,docs/current-16-four-year-admission-data-audit-2026-08-31.md,414-416;423-425;431,https://yz.zzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1876580606&wbfileid=14489871,https://yz.zzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1876580606&wbfileid=15015736,https://yz.zzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1876580606&wbfileid=17914899,ZZU2024/25 official retained final PDFs source ids871/881; hashes and visual evidence in accompanying MD; no final-list mirror claim,publication year/source retained; main-cohort prior input dates live checked; see memo for specific dates
b186f22a-8db9-4369-ac37-4928462725de,ZZU-084-085410-2026,broad_professional_sensitivity,ZZU,084-085410,2026,2025-11-01,retrospective_rules_and_sample_chosen_now_not_prospectively_registered,selected_population_provisional_admit_initial_total_median,H2,2024,346,73,2025,353.5,96,368,86,353.5,-14.5,14.5,under,available_in_stated_layer,,101+204+302+408 -> same,full-time non-directed; 2024 special blank vs 2025/26 none; directions pooled and changing,docs/current-16-four-year-admission-data-audit-2026-08-31.md,414-416;423-425;431,https://yz.zzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1876580606&wbfileid=14489871,https://yz.zzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1876580606&wbfileid=15015736,https://yz.zzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1876580606&wbfileid=17914899,ZZU2024/25 official retained final PDFs source ids871/881; hashes and visual evidence in accompanying MD; no final-list mirror claim,publication year/source retained; main-cohort prior input dates live checked; see memo for specific dates
b186f22a-8db9-4369-ac37-4928462725de,SWJTU-048-085410-2025,stable_non408_separate,SWJTU,048-085410,2025,2024-11-01,retrospective_rules_and_sample_chosen_now_not_prospectively_registered,selected_population_provisional_admit_initial_total_median,L1,,,,2024,389.5,18,387,19,389.5,2.5,2.5,over,available_in_stated_layer,,101+204+302+840 -> same,full-time blank-remark examination-admission proxy; first-choice/transfer field absent,docs/current-16-four-year-admission-data-audit-2026-08-31.md,440-441;449-450;453,,https://yz.swjtu.edu.cn/download/ueditor/jsp/upload/file/20240416/1713235233610063327.pdf,https://scai.swjtu.edu.cn/web/page-newsDetail.html?nid=b48f1331-e284-4c26-baab-dea916cf8fe1,,publication year/source retained; main-cohort prior input dates live checked; see memo for specific dates
b186f22a-8db9-4369-ac37-4928462725de,SWJTU-048-085410-2025,stable_non408_separate,SWJTU,048-085410,2025,2024-11-01,retrospective_rules_and_sample_chosen_now_not_prospectively_registered,selected_population_provisional_admit_initial_total_median,A2,,,,2024,389.5,18,387,19,,,,,unavailable,2023 exact four-code catalogue row secondary only,101+204+302+840 -> same,full-time blank-remark examination-admission proxy; first-choice/transfer field absent,docs/current-16-four-year-admission-data-audit-2026-08-31.md,440-441;449-450;453,,https://yz.swjtu.edu.cn/download/ueditor/jsp/upload/file/20240416/1713235233610063327.pdf,https://scai.swjtu.edu.cn/web/page-newsDetail.html?nid=b48f1331-e284-4c26-baab-dea916cf8fe1,,publication year/source retained; main-cohort prior input dates live checked; see memo for specific dates
b186f22a-8db9-4369-ac37-4928462725de,SWJTU-048-085410-2025,stable_non408_separate,SWJTU,048-085410,2025,2024-11-01,retrospective_rules_and_sample_chosen_now_not_prospectively_registered,selected_population_provisional_admit_initial_total_median,H2,,,,2024,389.5,18,387,19,,,,,unavailable,2023 exact four-code catalogue row secondary only,101+204+302+840 -> same,full-time blank-remark examination-admission proxy; first-choice/transfer field absent,docs/current-16-four-year-admission-data-audit-2026-08-31.md,440-441;449-450;453,,https://yz.swjtu.edu.cn/download/ueditor/jsp/upload/file/20240416/1713235233610063327.pdf,https://scai.swjtu.edu.cn/web/page-newsDetail.html?nid=b48f1331-e284-4c26-baab-dea916cf8fe1,,publication year/source retained; main-cohort prior input dates live checked; see memo for specific dates
b186f22a-8db9-4369-ac37-4928462725de,SWJTU-048-085410-2026,paper_switch_stress,SWJTU,048-085410,2026,2025-11-01,retrospective_rules_and_sample_chosen_now_not_prospectively_registered,selected_population_provisional_admit_initial_total_median,L1,2024,389.5,18,2025,387,19,340,19,387,47,47,over,available_in_stated_layer,,101+204+302+840 -> 101+204+302+408,full-time blank-remark examination-admission proxy; first-choice/transfer field absent,docs/current-16-four-year-admission-data-audit-2026-08-31.md,440-442;449-451;453,https://yz.swjtu.edu.cn/download/ueditor/jsp/upload/file/20240416/1713235233610063327.pdf,https://scai.swjtu.edu.cn/web/page-newsDetail.html?nid=b48f1331-e284-4c26-baab-dea916cf8fe1,https://scai.swjtu.edu.cn/web/page-newsDetail.html?nid=1d073938-5bac-43c7-8b4c-bc1840bf3522,,2025 source page timed out; exact publication date not restored in this memo; arithmetic stress observation only
b186f22a-8db9-4369-ac37-4928462725de,SWJTU-048-085410-2026,paper_switch_stress,SWJTU,048-085410,2026,2025-11-01,retrospective_rules_and_sample_chosen_now_not_prospectively_registered,selected_population_provisional_admit_initial_total_median,A2,2024,389.5,18,2025,387,19,340,19,388.25,48.25,48.25,over,available_in_stated_layer,,101+204+302+840 -> 101+204+302+408,full-time blank-remark examination-admission proxy; first-choice/transfer field absent,docs/current-16-four-year-admission-data-audit-2026-08-31.md,440-442;449-451;453,https://yz.swjtu.edu.cn/download/ueditor/jsp/upload/file/20240416/1713235233610063327.pdf,https://scai.swjtu.edu.cn/web/page-newsDetail.html?nid=b48f1331-e284-4c26-baab-dea916cf8fe1,https://scai.swjtu.edu.cn/web/page-newsDetail.html?nid=1d073938-5bac-43c7-8b4c-bc1840bf3522,,2025 source page timed out; exact publication date not restored in this memo; arithmetic stress observation only
b186f22a-8db9-4369-ac37-4928462725de,SWJTU-048-085410-2026,paper_switch_stress,SWJTU,048-085410,2026,2025-11-01,retrospective_rules_and_sample_chosen_now_not_prospectively_registered,selected_population_provisional_admit_initial_total_median,H2,2024,389.5,18,2025,387,19,340,19,389.5,49.5,49.5,over,available_in_stated_layer,,101+204+302+840 -> 101+204+302+408,full-time blank-remark examination-admission proxy; first-choice/transfer field absent,docs/current-16-four-year-admission-data-audit-2026-08-31.md,440-442;449-451;453,https://yz.swjtu.edu.cn/download/ueditor/jsp/upload/file/20240416/1713235233610063327.pdf,https://scai.swjtu.edu.cn/web/page-newsDetail.html?nid=b48f1331-e284-4c26-baab-dea916cf8fe1,https://scai.swjtu.edu.cn/web/page-newsDetail.html?nid=1d073938-5bac-43c7-8b4c-bc1840bf3522,,2025 source page timed out; exact publication date not restored in this memo; arithmetic stress observation only
b186f22a-8db9-4369-ac37-4928462725de,BJTU-010-085405-2026,paper_switch_stress,BJTU,010-085405,2026,2025-11-01,retrospective_rules_and_sample_chosen_now_not_prospectively_registered,selected_population_provisional_admit_initial_total_median,L1,,,,2025,347,66,363,87,347,-16,16,under,available_in_stated_layer,,101+204+302+861 -> 101+204+302+408,full-time blank-remark proxy only; no non-directed or first-choice inference,docs/current-16-four-year-admission-data-audit-2026-08-31.md,393-394;402-403,,https://sse.bjtu.edu.cn/media/attachments/2025/04/20250401102845.pdf,https://sse.bjtu.edu.cn/media/attachments/2026/03/20260331171136.pdf,,publication year/source retained; main-cohort prior input dates live checked; see memo for specific dates
b186f22a-8db9-4369-ac37-4928462725de,BJTU-010-085405-2026,paper_switch_stress,BJTU,010-085405,2026,2025-11-01,retrospective_rules_and_sample_chosen_now_not_prospectively_registered,selected_population_provisional_admit_initial_total_median,A2,,,,2025,347,66,363,87,,,,,unavailable,2024 fourth subject902 vs 2025 861; no coherent two-year input window,101+204+302+861 -> 101+204+302+408,full-time blank-remark proxy only; no non-directed or first-choice inference,docs/current-16-four-year-admission-data-audit-2026-08-31.md,393-394;402-403,,https://sse.bjtu.edu.cn/media/attachments/2025/04/20250401102845.pdf,https://sse.bjtu.edu.cn/media/attachments/2026/03/20260331171136.pdf,,publication year/source retained; main-cohort prior input dates live checked; see memo for specific dates
b186f22a-8db9-4369-ac37-4928462725de,BJTU-010-085405-2026,paper_switch_stress,BJTU,010-085405,2026,2025-11-01,retrospective_rules_and_sample_chosen_now_not_prospectively_registered,selected_population_provisional_admit_initial_total_median,H2,,,,2025,347,66,363,87,,,,,unavailable,2024 fourth subject902 vs 2025 861; no coherent two-year input window,101+204+302+861 -> 101+204+302+408,full-time blank-remark proxy only; no non-directed or first-choice inference,docs/current-16-four-year-admission-data-audit-2026-08-31.md,393-394;402-403,,https://sse.bjtu.edu.cn/media/attachments/2025/04/20250401102845.pdf,https://sse.bjtu.edu.cn/media/attachments/2026/03/20260331171136.pdf,,publication year/source retained; main-cohort prior input dates live checked; see memo for specific dates
b186f22a-8db9-4369-ac37-4928462725de,XJU-308-085405-2025,paper_switch_stress,XJU,308-085405,2025,2024-11-01,retrospective_rules_and_sample_chosen_now_not_prospectively_registered,selected_population_provisional_admit_initial_total_median,L1,,,,2024,292.5,96,292.5,104,292.5,0.0,0.0,equal,available_in_stated_layer,,101+204+302+839 -> 101+204+302+408,ordinary first-choice cleaned; zero bonus blank remarks; 2025 explicit bonus2 excluded,docs/current-16-four-year-admission-data-audit-2026-08-31.md,488-489;497-498,,https://ss.xju.edu.cn/info/1036/3035.htm,https://ss.xju.edu.cn/info/1036/3312.htm,,publication year/source retained; main-cohort prior input dates live checked; see memo for specific dates
b186f22a-8db9-4369-ac37-4928462725de,XJU-308-085405-2025,paper_switch_stress,XJU,308-085405,2025,2024-11-01,retrospective_rules_and_sample_chosen_now_not_prospectively_registered,selected_population_provisional_admit_initial_total_median,A2,,,,2024,292.5,96,292.5,104,,,,,unavailable,2023 exact four-code catalogue row secondary only,101+204+302+839 -> 101+204+302+408,ordinary first-choice cleaned; zero bonus blank remarks; 2025 explicit bonus2 excluded,docs/current-16-four-year-admission-data-audit-2026-08-31.md,488-489;497-498,,https://ss.xju.edu.cn/info/1036/3035.htm,https://ss.xju.edu.cn/info/1036/3312.htm,,publication year/source retained; main-cohort prior input dates live checked; see memo for specific dates
b186f22a-8db9-4369-ac37-4928462725de,XJU-308-085405-2025,paper_switch_stress,XJU,308-085405,2025,2024-11-01,retrospective_rules_and_sample_chosen_now_not_prospectively_registered,selected_population_provisional_admit_initial_total_median,H2,,,,2024,292.5,96,292.5,104,,,,,unavailable,2023 exact four-code catalogue row secondary only,101+204+302+839 -> 101+204+302+408,ordinary first-choice cleaned; zero bonus blank remarks; 2025 explicit bonus2 excluded,docs/current-16-four-year-admission-data-audit-2026-08-31.md,488-489;497-498,,https://ss.xju.edu.cn/info/1036/3035.htm,https://ss.xju.edu.cn/info/1036/3312.htm,,publication year/source retained; main-cohort prior input dates live checked; see memo for specific dates
